title,content,source,published_at,url,collected_at
"Novem Group Buys 2,774 Shares of Vanguard Intermediate-Term Corporate Bond ETF $VCIT","Novem Group’s holdings in Vanguard Intermediate-Term Corporate Bond ETF were worth $3,434,000 as of its most recent filing with the Securities & Exchange Commission.
Get Vanguard Intermediate-Term Corporate Bond ETF alerts:Vanguard Intermediate-Term Corporate Bond ETF Stock Down 0.2%Shares of NASDAQ:VCIT opened at $83.86 on Friday.
About Vanguard Intermediate-Term Corporate Bond ETFVanguard Intermediate-Term Corporate Bond ETF seeks to track the performance of the Barclays Capital U.S. 5-10 Year Corporate Bond Index, a subset of the Barclays Capital U.S.
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Vanguard Intermediate-Term Corporate Bond ETF (NASDAQ:VCIT – Free Report).
Receive News & Ratings for Vanguard Intermediate-Term Corporate Bond ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Vanguard Intermediate-Term Corporate Bond ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:08:56Z,https://www.etfdailynews.com/2025/09/26/novem-group-buys-2774-shares-of-vanguard-intermediate-term-corporate-bond-etf-vcit/,2025-09-27 17:17:34.263222
"American National Bank & Trust Has $825,000 Stock Holdings in Invesco S&P 500 Equal Weight ETF $RSP","American National Bank & Trust’s holdings in Invesco S&P 500 Equal Weight ETF were worth $825,000 at the end of the most recent quarter.
Invesco Ltd. grew its holdings in Invesco S&P 500 Equal Weight ETF by 12.0% during the 1st quarter.
Get Invesco S&P 500 Equal Weight ETF alerts:Invesco S&P 500 Equal Weight ETF Trading Down 0.8%NYSEARCA RSP opened at $186.72 on Friday.
Invesco S&P 500 Equal Weight ETF ProfileGuggenheim S&P 500 Equal Weight ETF, formerly Rydex S&P 500 Equal Weight ETF, seeks to replicate as closely as possible, the daily performance of the S&P 500 Equal Weight Index (the Index).
Receive News & Ratings for Invesco S&P 500 Equal Weight ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Invesco S&P 500 Equal Weight ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:08:56Z,https://www.etfdailynews.com/2025/09/26/american-national-bank-trust-has-825000-stock-holdings-in-invesco-sp-500-equal-weight-etf-rsp/,2025-09-27 17:17:34.894575
FCG Investment Co Has $2.07 Million Stock Position in SPDR Portfolio S&P 500 Value ETF $SPYV,"SPDR Portfolio S&P 500 Value ETF comprises 1.1% of FCG Investment Co’s portfolio, making the stock its 21st biggest holding.
Get SPDR Portfolio S&P 500 Value ETF alerts:SPDR Portfolio S&P 500 Value ETF Stock PerformanceNYSEARCA SPYV opened at $54.65 on Friday.
SPDR Portfolio S&P 500 Value ETF ProfileSPDR S&P 500 Value ETF (the Fund), formerly SPDR Dow Jones Large Cap Value ETF, seeks to closely match the returns and characteristics of the S&P 500 Value Index.
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for SPDR Portfolio S&P 500 Value ETF (NYSEARCA:SPYV – Free Report).
Receive News & Ratings for SPDR Portfolio S&P 500 Value ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for SPDR Portfolio S&P 500 Value ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:08:55Z,https://www.etfdailynews.com/2025/09/26/fcg-investment-co-has-2-07-million-stock-position-in-spdr-portfolio-sp-500-value-etf-spyv/,2025-09-27 17:17:35.985790
Strategic Investment Solutions Inc. IL Increases Stock Position in Vanguard Intermediate-Term Bond ETF $BIV,"Strategic Investment Solutions Inc. IL’s holdings in Vanguard Intermediate-Term Bond ETF were worth $168,000 at the end of the most recent reporting period.
Get Vanguard Intermediate-Term Bond ETF alerts:Vanguard Intermediate-Term Bond ETF Trading Down 0.2%NYSEARCA:BIV opened at $77.93 on Friday.
Vanguard Intermediate-Term Bond ETF Company ProfileVanguard Intermediate-Term Bond ETF (the Fund) seeks to track the performance of a market-weighted bond index with an intermediate-term, dollar-weighted average maturity.
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Vanguard Intermediate-Term Bond ETF (NYSEARCA:BIV – Free Report).
Receive News & Ratings for Vanguard Intermediate-Term Bond ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Vanguard Intermediate-Term Bond ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:08:55Z,https://www.etfdailynews.com/2025/09/26/strategic-investment-solutions-inc-il-increases-stock-position-in-vanguard-intermediate-term-bond-etf-biv/,2025-09-27 17:17:36.368861
BOS Asset Management LLC Lowers Holdings in Vanguard Utilities ETF $VPU,"BOS Asset Management LLC’s holdings in Vanguard Utilities ETF were worth $1,172,000 at the end of the most recent reporting period.
Get Vanguard Utilities ETF alerts:Vanguard Utilities ETF Stock Down 1.0%VPU stock opened at $185.61 on Friday.
Vanguard Utilities ETF ProfileVanguard Utilities ETF (the Fund) is an exchange-traded class of shares issued by Vanguard Utilities Index Fund.
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Vanguard Utilities ETF (NYSEARCA:VPU – Free Report).
Receive News & Ratings for Vanguard Utilities ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Vanguard Utilities ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:08:55Z,https://www.etfdailynews.com/2025/09/26/bos-asset-management-llc-lowers-holdings-in-vanguard-utilities-etf-vpu/,2025-09-27 17:17:36.942339
"Falcon Wealth Planning Sells 1,011 Shares of Celsius Holdings Inc. $CELH","The firm owned 8,519 shares of the company’s stock after selling 1,011 shares during the quarter.
MassMutual Private Wealth & Trust FSB lifted its holdings in shares of Celsius by 255.1% during the 1st quarter.
MassMutual Private Wealth & Trust FSB now owns 1,044 shares of the company’s stock worth $37,000 after acquiring an additional 750 shares during the period.
Celsius Holdings Inc. has a fifty-two week low of $21.10 and a fifty-two week high of $63.50.
As a group, research analysts predict that Celsius Holdings Inc. will post 0.89 earnings per share for the current year.",ETF Daily News,2025-09-26T09:08:55Z,https://www.etfdailynews.com/2025/09/26/falcon-wealth-planning-sells-1011-shares-of-celsius-holdings-inc-celh/,2025-09-27 17:17:38.364947
"Beaumont Financial Advisors LLC Sells 95,487 Shares of Invesco Variable Rate Investment Grade ETF $VRIG","Beaumont Financial Advisors LLC’s holdings in Invesco Variable Rate Investment Grade ETF were worth $8,422,000 at the end of the most recent reporting period.
Get Invesco Variable Rate Investment Grade ETF alerts:Invesco Variable Rate Investment Grade ETF Trading Up 0.0%NASDAQ:VRIG opened at $25.08 on Friday.
Invesco Variable Rate Investment Grade ETF Cuts DividendInvesco Variable Rate Investment Grade ETF ProfileThe business also recently declared a monthly dividend, which will be paid on Friday, September 26th.
(Free Report)The Invesco Variable Rate Investment Grade ETF (VRIG) is an exchange-traded fund that mostly invests in investment grade fixed income.
Receive News & Ratings for Invesco Variable Rate Investment Grade ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Invesco Variable Rate Investment Grade ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:08:55Z,https://www.etfdailynews.com/2025/09/26/beaumont-financial-advisors-llc-sells-95487-shares-of-invesco-variable-rate-investment-grade-etf-vrig/,2025-09-27 17:17:39.510429
"Magnus Financial Group LLC Acquires 7,829 Shares of First Trust Nasdaq Cybersecurity ETF $CIBR","Magnus Financial Group LLC’s holdings in First Trust Nasdaq Cybersecurity ETF were worth $1,353,000 as of its most recent SEC filing.
Get First Trust Nasdaq Cybersecurity ETF alerts:First Trust Nasdaq Cybersecurity ETF Price PerformanceCIBR stock opened at $75.39 on Friday.
First Trust Nasdaq Cybersecurity ETF Cuts DividendFirst Trust Nasdaq Cybersecurity ETF ProfileThe firm also recently declared a quarterly dividend, which will be paid on Tuesday, September 30th.
(Free Report)The First Trust NASDAQ Cybersecurity ETF (CIBR) is an exchange-traded fund that is based on the Nasdaq CTA Cybersecurity index.
Receive News & Ratings for First Trust Nasdaq Cybersecurity ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for First Trust Nasdaq Cybersecurity ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:08:53Z,https://www.etfdailynews.com/2025/09/26/magnus-financial-group-llc-acquires-7829-shares-of-first-trust-nasdaq-cybersecurity-etf-cibr/,2025-09-27 17:17:40.643887
Cadent Capital Advisors LLC Invests $2.42 Million in SPDR Blackstone Senior Loan ETF $SRLN,"Abound Financial LLC bought a new stake in SPDR Blackstone Senior Loan ETF in the first quarter valued at $40,000.
Get SPDR Blackstone Senior Loan ETF alerts:SPDR Blackstone Senior Loan ETF Trading Down 0.1%NYSEARCA:SRLN opened at $41.54 on Friday.
SPDR Blackstone Senior Loan ETF has a twelve month low of $39.08 and a twelve month high of $42.09.
SPDR Blackstone Senior Loan ETF ProfileThe SPDR Blackstone Senior Loan ETF (SRLN) is an exchange-traded fund that mostly invests in high yield fixed income.
Featured StoriesReceive News & Ratings for SPDR Blackstone Senior Loan ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for SPDR Blackstone Senior Loan ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:08:53Z,https://www.etfdailynews.com/2025/09/26/cadent-capital-advisors-llc-invests-2-42-million-in-spdr-blackstone-senior-loan-etf-srln/,2025-09-27 17:17:41.794913
MBE Wealth Management LLC Makes New Investment in First Trust Nasdaq Cybersecurity ETF $CIBR,"SVB Wealth LLC bought a new position in First Trust Nasdaq Cybersecurity ETF in the 1st quarter worth approximately $32,000.
Get First Trust Nasdaq Cybersecurity ETF alerts:First Trust Nasdaq Cybersecurity ETF Price PerformanceShares of CIBR opened at $75.39 on Friday.
First Trust Nasdaq Cybersecurity ETF Cuts DividendAbout First Trust Nasdaq Cybersecurity ETFThe company also recently disclosed a quarterly dividend, which will be paid on Tuesday, September 30th.
(Free Report)The First Trust NASDAQ Cybersecurity ETF (CIBR) is an exchange-traded fund that is based on the Nasdaq CTA Cybersecurity index.
Receive News & Ratings for First Trust Nasdaq Cybersecurity ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for First Trust Nasdaq Cybersecurity ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:08:52Z,https://www.etfdailynews.com/2025/09/26/mbe-wealth-management-llc-makes-new-investment-in-first-trust-nasdaq-cybersecurity-etf-cibr/,2025-09-27 17:17:42.166843
"TCI Wealth Advisors Inc. Sells 3,697 Shares of Vanguard Intermediate-Term Bond ETF $BIV","TCI Wealth Advisors Inc.’s holdings in Vanguard Intermediate-Term Bond ETF were worth $683,000 at the end of the most recent quarter.
Get Vanguard Intermediate-Term Bond ETF alerts:Vanguard Intermediate-Term Bond ETF Stock Down 0.2%Shares of Vanguard Intermediate-Term Bond ETF stock opened at $77.93 on Friday.
About Vanguard Intermediate-Term Bond ETFVanguard Intermediate-Term Bond ETF (the Fund) seeks to track the performance of a market-weighted bond index with an intermediate-term, dollar-weighted average maturity.
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Vanguard Intermediate-Term Bond ETF (NYSEARCA:BIV – Free Report).
Receive News & Ratings for Vanguard Intermediate-Term Bond ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Vanguard Intermediate-Term Bond ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:08:52Z,https://www.etfdailynews.com/2025/09/26/tci-wealth-advisors-inc-sells-3697-shares-of-vanguard-intermediate-term-bond-etf-biv/,2025-09-27 17:17:43.368133
"McAdam LLC Has $513,000 Stock Position in Vanguard Intermediate-Term Bond ETF $BIV","McAdam LLC’s holdings in Vanguard Intermediate-Term Bond ETF were worth $513,000 as of its most recent SEC filing.
Get Vanguard Intermediate-Term Bond ETF alerts:Vanguard Intermediate-Term Bond ETF Stock Down 0.2%BIV stock opened at $77.93 on Friday.
Vanguard Intermediate-Term Bond ETF Company ProfileVanguard Intermediate-Term Bond ETF (the Fund) seeks to track the performance of a market-weighted bond index with an intermediate-term, dollar-weighted average maturity.
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Vanguard Intermediate-Term Bond ETF (NYSEARCA:BIV – Free Report).
Receive News & Ratings for Vanguard Intermediate-Term Bond ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Vanguard Intermediate-Term Bond ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:08:52Z,https://www.etfdailynews.com/2025/09/26/mcadam-llc-has-513000-stock-position-in-vanguard-intermediate-term-bond-etf-biv/,2025-09-27 17:17:44.113086
"AutoZone (NYSE:AZO) Price Target Raised to $4,600.00","AutoZone (NYSE:AZO – Free Report) had its price target boosted by BMO Capital Markets from $4,100.00 to $4,600.00 in a report issued on Thursday, MarketBeat.com reports.
They issued an “outperform” rating and a $4,741.00 price target for the company.
Barclays lifted their price target on shares of AutoZone from $3,916.00 to $4,610.00 and gave the company an “overweight” rating in a research note on Thursday, September 11th.
According to MarketBeat.com, AutoZone presently has a consensus rating of “Buy” and an average price target of $4,538.21.
Get AutoZone alerts:Get Our Latest Stock Report on AZOAutoZone Price PerformanceAZO stock opened at $4,131.49 on Thursday.",ETF Daily News,2025-09-26T09:06:47Z,https://www.etfdailynews.com/2025/09/26/autozone-nyseazo-price-target-raised-to-4600-00/,2025-09-27 17:17:45.274869
"Trump Tariffs May Not Hurt Indian Companies, Says Morgan Stanley: THIS Pharma Stock An Exception","The tariff, which was announced by Donald Trump on Truth Social, will take effect from October 1, 2025.
Morgan Stanley believes the impact of this move could be limited, as far as the Indian market is concerned.
However, companies like Sun Pharma could be at risk due to their speciality drug presence in the US.
“Sun, among our coverage, is the only one with Speciality U.S. exposure but has a U.S. plant,” Morgan Stanley said, before admitting that the company's own domestic facility offers some protection.
As far as the other companies are concerned, Morgan Stanley sees minimal impact on firms like Lupin, Cipla, and Dr. Reddy’s Laboratories, as their business in the US is largely in the generic segment, which is exempt from tariffs, so far.",Ndtvprofit.com,2025-09-26T09:06:25Z,https://www.ndtvprofit.com/markets/trump-tariffs-may-not-hurt-indian-companies-says-morgan-stanley-sun-pharma-is-an-exception,2025-09-27 17:17:46.009008
Vanguard Short-Term Treasury ETF $VGSH is Five Oceans Advisors’ Largest Position,"Vanguard Short-Term Treasury ETF makes up about 11.4% of Five Oceans Advisors’ holdings, making the stock its largest holding.
Five Oceans Advisors’ holdings in Vanguard Short-Term Treasury ETF were worth $26,751,000 at the end of the most recent reporting period.
Get Vanguard Short-Term Treasury ETF alerts:Vanguard Short-Term Treasury ETF Trading Down 0.1%Vanguard Short-Term Treasury ETF stock opened at $58.76 on Friday.
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Vanguard Short-Term Treasury ETF (NASDAQ:VGSH – Free Report).
Receive News & Ratings for Vanguard Short-Term Treasury ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Vanguard Short-Term Treasury ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:02:58Z,https://www.etfdailynews.com/2025/09/26/vanguard-short-term-treasury-etf-vgsh-is-five-oceans-advisors-largest-position/,2025-09-27 17:17:47.161208
iShares Core S&P Mid-Cap ETF $IJH Shares Sold by American National Bank & Trust,"American National Bank & Trust’s holdings in iShares Core S&P Mid-Cap ETF were worth $6,657,000 as of its most recent SEC filing.
Get iShares Core S&P Mid-Cap ETF alerts:iShares Core S&P Mid-Cap ETF Trading Down 0.6%Shares of iShares Core S&P Mid-Cap ETF stock opened at $64.68 on Friday.
About iShares Core S&P Mid-Cap ETFIshares S&P Midcap 400 Index Fund, formerly The iShares Core S&P Mid-Cap ETF (the Fund), seeks investment results that correspond to the price and yield performance, before fees and expenses, of the United States mid-cap stocks, as represented by the Standard & Poor’s MidCap 400 (the Underlying Index).
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for iShares Core S&P Mid-Cap ETF (NYSEARCA:IJH – Free Report).
Receive News & Ratings for iShares Core S&P Mid-Cap ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for iShares Core S&P Mid-Cap ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-26T09:02:57Z,https://www.etfdailynews.com/2025/09/26/ishares-core-sp-mid-cap-etf-ijh-shares-sold-by-american-national-bank-trust/,2025-09-27 17:17:48.293342
Woman Dumps BF After Being Told Her Period Is Disgusting And She Should Hide It,"Share iconText excerpt about a woman dumping her boyfriend after he expressed disgust toward her period and tampon disposal habits.
Share iconText excerpt describing a woman explaining how her boyfriend found her period disgusting and wanted her to hide it.
Share iconADVERTISEMENTWoman dumps boyfriend after being told her period is disgusting, legally buying him out to dispose of tampons freely.
ADVERTISEMENTComment discussing maturity and hygiene from a guy’s perspective after woman dumps boyfriend over period stigma.
ADVERTISEMENTComment expressing support for woman dumping boyfriend after negative attitude towards her period and telling her to hide it.",Boredpanda.com,2025-09-26T09:00:42Z,https://www.boredpanda.com/boyfriends-friend-disgusted-sanitary-period-items/,2025-09-27 17:17:50.354818
What’s Happening With Marvell Stock?,"CANADA - 2025/08/29: In this photo illustration, the Marvell Technology logo is seen displayed on a smartphone screen. (Photo Illustration by Thomas Fuller/SOPA Images/LightRocket via Getty Images) … [+5744 chars]",Forbes,2025-09-26T09:00:21Z,https://www.forbes.com/sites/greatspeculations/2025/09/26/whats-happening-with-marvell-stock/,2025-09-27 17:17:50.424679
The Shortest Presidential Campaign,"Culture / Books & the Arts / The Shortest Presidential Campaign Kamala Harris’s 107 Days offers a devastating indictment of Joe Biden.
If presidents are stars on the stage of world history, vice presidents are nervous understudies hidden away behind the scenes.
The pathos of being a veep pervades Kamala Harris’s campaign memoir 107 Days.
It is, 107 Days argues, all his fault: Biden’s selfish decision to run for a second term despite his advanced age created a situation where Harris faced the impossible task of running a truncated campaign of 107 days.
In painting such a devastating picture of Biden, Harris raises questions about her own political judgment.",Thenation.com,2025-09-26T09:00:00Z,https://www.thenation.com/?post_type=article&p=571665,2025-09-27 17:17:51.114085
"Li Auto Inc. Launches Li i6, a Pioneering Five-Seat Battery Electric SUV","BEIJING, China, Sept. 26, 2025 (GLOBE NEWSWIRE) -- Li Auto Inc. (“Li Auto” or the “Company”) (Nasdaq: LI; HKEX: 2015), a leader in China’s new energy vehicle market, today officially launched Li i6, a pioneering five-seat battery electric SUV.
For more details on Li i6, please visit Li Auto’s official website.
About Li Auto Inc.Li Auto Inc. is a leader in China’s new energy vehicle market.
Statements that are not historical facts, including statements about Li Auto’s beliefs, plans, and expectations, are forward-looking statements.
Further information regarding these and other risks is included in Li Auto’s filings with the SEC and the HKEX.",GlobeNewswire,2025-09-26T09:00:00Z,https://www.globenewswire.com/news-release/2025/09/26/3156886/0/en/Li-Auto-Inc-Launches-Li-i6-a-Pioneering-Five-Seat-Battery-Electric-SUV.html,2025-09-27 17:17:52.316038
