title,content,source,published_at,url,collected_at
Global X Japan Co. Ltd. Has $42.21 Million Stock Position in Microsoft Corporation $MSFT,"Global X Japan Co. Ltd. cut its stake in shares of Microsoft Corporation (NASDAQ:MSFT – Free Report) by 6.6% in the second quarter, Holdings Channel reports.
Microsoft comprises approximately 4.3% of Global X Japan Co. Ltd.’s holdings, making the stock its 6th biggest position.
Global X Japan Co. Ltd.’s holdings in Microsoft were worth $42,208,000 at the end of the most recent reporting period.
Microsoft Stock PerformanceNASDAQ:MSFT opened at $511.46 on Monday.
Read Our Latest Stock Report on MSFTMicrosoft Company Profile(Free Report)Microsoft Corporation develops and supports software, services, devices and solutions worldwide.",ETF Daily News,2025-09-29T08:32:48Z,https://www.etfdailynews.com/2025/09/29/global-x-japan-co-ltd-has-42-21-million-stock-position-in-microsoft-corporation-msft/,2025-09-30 16:33:34.112409
Microsoft Corporation $MSFT Holdings Increased by My Legacy Advisors LLC,"My Legacy Advisors LLC lifted its holdings in Microsoft Corporation (NASDAQ:MSFT – Free Report) by 2.3% during the second quarter, Holdings Channel reports.
My Legacy Advisors LLC’s holdings in Microsoft were worth $9,917,000 at the end of the most recent quarter.
Brady Martz Wealth Solutions LLC lifted its stake in Microsoft by 1.4% during the 1st quarter.
Real Talk Capital LLC lifted its stake in Microsoft by 1.6% during the 1st quarter.
Modern Wealth Management LLC lifted its stake in Microsoft by 39.3% during the 1st quarter.",ETF Daily News,2025-09-29T08:32:47Z,https://www.etfdailynews.com/2025/09/29/microsoft-corporation-msft-holdings-increased-by-my-legacy-advisors-llc/,2025-09-30 16:33:35.268477
Phillips Wealth Planners LLC Trims Position in Apple Inc. $AAPL,"Phillips Wealth Planners LLC lessened its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 3.2% in the second quarter, Holdings Channel reports.
Avid Wealth Partners LLC increased its position in Apple by 28.3% in the first quarter.
Bell & Brown Wealth Advisors LLC increased its position in Apple by 0.4% in the first quarter.
OneAscent Wealth Management LLC boosted its stake in shares of Apple by 4.6% in the fourth quarter.
Apple Dividend AnnouncementThe business also recently disclosed a quarterly dividend, which was paid on Thursday, August 14th.",ETF Daily News,2025-09-29T08:32:47Z,https://www.etfdailynews.com/2025/09/29/phillips-wealth-planners-llc-trims-position-in-apple-inc-aapl/,2025-09-30 16:33:36.412753
Apple Inc. $AAPL Stock Position Boosted by Bridge Creek Capital Management LLC,"Bridge Creek Capital Management LLC lifted its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.9% during the second quarter, HoldingsChannel.com reports.
Apple makes up 3.5% of Bridge Creek Capital Management LLC’s holdings, making the stock its 2nd largest position.
Geode Capital Management LLC grew its position in Apple by 1.9% in the 4th quarter.
Insider ActivityIn other news, SVP Deirdre O’brien sold 34,821 shares of Apple stock in a transaction on Friday, August 8th.
Apple Company Profile(Free Report)Apple Inc designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",ETF Daily News,2025-09-29T08:32:47Z,https://www.etfdailynews.com/2025/09/29/apple-inc-aapl-stock-position-boosted-by-bridge-creek-capital-management-llc/,2025-09-30 16:33:36.826328
Expert raises eyebrows with prediction for Tesla's future: 'Weird transition period',"The credit, which expires on Sept. 30, drove Tesla sales so high that Sherwood reported that the automaker was running out of inventory in late August.
Increased sales, along with a $1 billion stock purchase from Musk, could mark a turning point for the EV maker.
""We're in this weird transition period where we will lose a lot of incentives in the US,"" Musk said to investors, per Sherwood.
Despite the loss of the EV incentive, Teslas and other EVs are a great choice for both potential financial savings and environmental benefits.
Unfortunately, EVs face an uncertain fourth quarter of sales after the incentive ends on Sept. 30.",Yahoo Entertainment,2025-09-29T08:30:00Z,https://finance.yahoo.com/news/expert-raises-eyebrows-prediction-teslas-083000062.html,2025-09-30 16:33:37.697424
Nifty rejig tomorrow: 5 stocks to see over $1 billion inflows. Check full list,It seems like you're already an ETPrime member withLogin using your ET Prime credentials to enjoy all member benefitsLog out of your current logged-in account and log in again using your ET Prime credentials to enjoy all member benefits.,The Times of India,2025-09-29T08:29:27Z,https://economictimes.indiatimes.com/markets/stocks/news/nifty-rejig-tomorrow-5-stocks-to-see-over-1-billion-inflows-check-full-list/articleshow/124209106.cms,2025-09-30 16:33:38.011826
"Builders FirstSource, Inc. $BLDR Shares Purchased by Perigon Wealth Management LLC","Perigon Wealth Management LLC raised its holdings in shares of Builders FirstSource, Inc. (NYSE:BLDR – Free Report) by 22.2% in the second quarter, Holdings Channel.com reports.
Perigon Wealth Management LLC’s holdings in Builders FirstSource were worth $822,000 as of its most recent SEC filing.
Zelman & Associates reiterated an “underperform” rating on shares of Builders FirstSource in a research report on Friday, July 18th.
Builders FirstSource Trading Up 0.9%Shares of NYSE BLDR opened at $117.98 on Monday.
Receive News & Ratings for Builders FirstSource Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Builders FirstSource and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-29T08:29:02Z,https://www.etfdailynews.com/2025/09/29/builders-firstsource-inc-bldr-shares-purchased-by-perigon-wealth-management-llc/,2025-09-30 16:33:39.518938
"Perigon Wealth Management LLC Has $829,000 Stock Holdings in Aflac Incorporated $AFL","Perigon Wealth Management LLC’s holdings in Aflac were worth $829,000 at the end of the most recent quarter.
GAMMA Investing LLC now owns 1,504,067 shares of the financial services provider’s stock worth $167,237,000 after purchasing an additional 1,491,951 shares during the period.
Nuveen LLC bought a new position in Aflac during the first quarter worth about $140,746,000.
Citigroup Inc. now owns 758,424 shares of the financial services provider’s stock worth $84,329,000 after purchasing an additional 433,134 shares during the period.
Insider Buying and SellingIn other Aflac news, Director Joseph L. Moskowitz sold 1,000 shares of Aflac stock in a transaction on Friday, August 8th.",ETF Daily News,2025-09-29T08:29:02Z,https://www.etfdailynews.com/2025/09/29/perigon-wealth-management-llc-has-829000-stock-holdings-in-aflac-incorporated-afl/,2025-09-30 16:33:40.976215
ARM Holdings PLC Sponsored ADR $ARM Shares Sold by Perigon Wealth Management LLC,"Perigon Wealth Management LLC lessened its stake in shares of ARM Holdings PLC Sponsored ADR (NASDAQ:ARM – Free Report) by 6.6% during the second quarter, HoldingsChannel reports.
The firm owned 5,174 shares of the company’s stock after selling 365 shares during the period.
ARM Holdings PLC Sponsored ADR has a 52 week low of $80.00 and a 52 week high of $182.88.
As a group, analysts predict that ARM Holdings PLC Sponsored ADR will post 0.9 EPS for the current fiscal year.
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for ARM Holdings PLC Sponsored ADR (NASDAQ:ARM – Free Report).",ETF Daily News,2025-09-29T08:29:02Z,https://www.etfdailynews.com/2025/09/29/arm-holdings-plc-sponsored-adr-arm-shares-sold-by-perigon-wealth-management-llc/,2025-09-30 16:33:42.077690
Perigon Wealth Management LLC Sells 216 Shares of The Kroger Co. $KR,"The institutional investor owned 9,695 shares of the company’s stock after selling 216 shares during the period.
Bessemer Group Inc. now owns 12,545 shares of the company’s stock worth $850,000 after purchasing an additional 213 shares during the period.
Diversified Trust Co now owns 6,429 shares of the company’s stock worth $435,000 after purchasing an additional 229 shares during the period.
Sowell Financial Services LLC now owns 51,805 shares of the company’s stock worth $3,716,000 after purchasing an additional 3,869 shares during the period.
Farther Finance Advisors LLC now owns 24,468 shares of the company’s stock worth $1,755,000 after purchasing an additional 10,039 shares during the period.",ETF Daily News,2025-09-29T08:29:01Z,https://www.etfdailynews.com/2025/09/29/perigon-wealth-management-llc-sells-216-shares-of-the-kroger-co-kr/,2025-09-30 16:33:43.169520
Perigon Wealth Management LLC Buys 218 Shares of Public Service Enterprise Group Incorporated $PEG,"Perigon Wealth Management LLC’s holdings in Public Service Enterprise Group were worth $647,000 as of its most recent SEC filing.
Get Public Service Enterprise Group alerts:Public Service Enterprise Group Stock Up 1.8%Shares of NYSE PEG opened at $82.30 on Monday.
Public Service Enterprise Group Announces DividendPublic Service Enterprise Group ( NYSE:PEG Get Free Report ) last issued its earnings results on Tuesday, August 5th.
About Public Service Enterprise Group(Free Report)Public Service Enterprise Group Incorporated, through its subsidiaries, operates in electric and gas utility business in the United States.
Receive News & Ratings for Public Service Enterprise Group Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Public Service Enterprise Group and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-29T08:29:01Z,https://www.etfdailynews.com/2025/09/29/perigon-wealth-management-llc-buys-218-shares-of-public-service-enterprise-group-incorporated-peg/,2025-09-30 16:33:44.250630
McKesson Corporation $MCK Shares Sold by Perigon Wealth Management LLC,"Saudi Central Bank purchased a new position in shares of McKesson during the 1st quarter valued at approximately $34,000.
Flaharty Asset Management LLC purchased a new position in shares of McKesson during the 1st quarter valued at approximately $39,000.
Finally, Pandora Wealth Inc. purchased a new position in shares of McKesson during the 1st quarter valued at approximately $40,000.
Also, CEO Brian S. Tyler sold 11,930 shares of McKesson stock in a transaction dated Friday, August 22nd.
Insiders have sold a total of 43,560 shares of company stock valued at $30,438,602 over the last three months.",ETF Daily News,2025-09-29T08:29:01Z,https://www.etfdailynews.com/2025/09/29/mckesson-corporation-mck-shares-sold-by-perigon-wealth-management-llc/,2025-09-30 16:33:44.635212
abrdn Physical Gold Shares ETF $SGOL Shares Sold by Perigon Wealth Management LLC,"Perigon Wealth Management LLC’s holdings in abrdn Physical Gold Shares ETF were worth $772,000 as of its most recent SEC filing.
Get abrdn Physical Gold Shares ETF alerts:abrdn Physical Gold Shares ETF Stock PerformanceShares of SGOL stock opened at $35.92 on Monday.
abrdn Physical Gold Shares ETF ProfileThe abrdn Physical Gold Shares ETF (SGOL) is an exchange-traded fund that is based on the LBMA Gold Price index.
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for abrdn Physical Gold Shares ETF (NYSEARCA:SGOL – Free Report).
Receive News & Ratings for abrdn Physical Gold Shares ETF Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for abrdn Physical Gold Shares ETF and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-29T08:29:01Z,https://www.etfdailynews.com/2025/09/29/abrdn-physical-gold-shares-etf-sgol-shares-sold-by-perigon-wealth-management-llc/,2025-09-30 16:33:45.762591
monday.com Ltd. $MNDY Shares Purchased by Dakota Wealth Management,"Dakota Wealth Management increased its holdings in shares of monday.com Ltd. (NASDAQ:MNDY – Free Report) by 3.0% during the 2nd quarter, Holdings Channel.com reports.
Spire Wealth Management now owns 572 shares of the company’s stock worth $139,000 after acquiring an additional 42 shares during the period.
Farther Finance Advisors LLC now owns 211 shares of the company’s stock worth $55,000 after acquiring an additional 52 shares during the period.
Mesirow Financial Investment Management Inc. now owns 950 shares of the company’s stock worth $231,000 after acquiring an additional 55 shares during the period.
Signaturefd LLC now owns 217 shares of the company’s stock worth $53,000 after acquiring an additional 73 shares during the period.",ETF Daily News,2025-09-29T08:29:00Z,https://www.etfdailynews.com/2025/09/29/monday-com-ltd-mndy-shares-purchased-by-dakota-wealth-management/,2025-09-30 16:33:46.175320
JPMorgan Chase & Co. $JPM is Dakota Wealth Management’s 7th Largest Position,"JPMorgan Chase & Co. accounts for 1.5% of Dakota Wealth Management’s portfolio, making the stock its 7th biggest position.
Dakota Wealth Management’s holdings in JPMorgan Chase & Co. were worth $73,198,000 as of its most recent SEC filing.
Get JPMorgan Chase & Co. alerts:JPMorgan Chase & Co. Stock PerformanceShares of JPM stock opened at $316.12 on Monday.
JPMorgan Chase & Co. Increases DividendJPMorgan Chase & Co. ( NYSE:JPM Get Free Report ) last announced its quarterly earnings results on Tuesday, July 15th.
Receive News & Ratings for JPMorgan Chase & Co. Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for JPMorgan Chase & Co. and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-29T08:28:59Z,https://www.etfdailynews.com/2025/09/29/jpmorgan-chase-co-jpm-is-dakota-wealth-managements-7th-largest-position/,2025-09-30 16:33:47.401558
Dakota Wealth Management Reduces Position in Vertiv Holdings Co. $VRT,"Dakota Wealth Management cut its position in Vertiv Holdings Co. (NYSE:VRT – Free Report) by 87.9% during the second quarter, HoldingsChannel reports.
GW&K Investment Management LLC acquired a new position in shares of Vertiv in the 1st quarter valued at $26,000.
Vertiv Holdings Co. has a 12 month low of $53.60 and a 12 month high of $155.84.
Sell-side analysts expect that Vertiv Holdings Co. will post 3.59 earnings per share for the current year.
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Vertiv Holdings Co. (NYSE:VRT – Free Report).",ETF Daily News,2025-09-29T08:28:59Z,https://www.etfdailynews.com/2025/09/29/dakota-wealth-management-reduces-position-in-vertiv-holdings-co-vrt/,2025-09-30 16:33:48.711545
BlackRock Science and Technology Term Trust $BSTZ Shares Sold by Dakota Wealth Management,"Dakota Wealth Management’s holdings in BlackRock Science and Technology Term Trust were worth $322,000 at the end of the most recent reporting period.
Geneos Wealth Management Inc. acquired a new stake in BlackRock Science and Technology Term Trust in the 1st quarter valued at $40,000.
Get BlackRock Science and Technology Term Trust alerts:BlackRock Science and Technology Term Trust Price PerformanceNASDAQ:BSTZ opened at $22.04 on Monday.
BlackRock Science and Technology Term Trust Cuts DividendAbout BlackRock Science and Technology Term TrustThe company also recently disclosed a monthly dividend, which will be paid on Friday, October 31st.
Featured StoriesReceive News & Ratings for BlackRock Science and Technology Term Trust Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for BlackRock Science and Technology Term Trust and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-29T08:28:58Z,https://www.etfdailynews.com/2025/09/29/blackrock-science-and-technology-term-trust-bstz-shares-sold-by-dakota-wealth-management/,2025-09-30 16:33:49.956588
Hartford Investment Management Co. Sells 647 Shares of Trimble Inc. $TRMB,"The fund owned 14,408 shares of the scientific and technical instruments company’s stock after selling 647 shares during the quarter.
Hartford Investment Management Co.’s holdings in Trimble were worth $1,095,000 at the end of the most recent quarter.
Get Trimble alerts:Insider Buying and SellingIn other news, VP Jennifer Allison sold 3,156 shares of Trimble stock in a transaction on Thursday, July 10th.
Also, VP Mark David Schwartz sold 1,404 shares of Trimble stock in a transaction on Thursday, July 10th.
Trimble Price PerformanceShares of TRMB opened at $81.24 on Monday.",ETF Daily News,2025-09-29T08:28:58Z,https://www.etfdailynews.com/2025/09/29/hartford-investment-management-co-sells-647-shares-of-trimble-inc-trmb/,2025-09-30 16:33:51.190475
"State of Alaska Department of Revenue Sells 3,755 Shares of The Bank of New York Mellon Corporation $BK","State of Alaska Department of Revenue’s holdings in Bank of New York Mellon were worth $7,320,000 at the end of the most recent reporting period.
Alpine Bank Wealth Management bought a new position in shares of Bank of New York Mellon in the first quarter valued at approximately $25,000.
Get Bank of New York Mellon alerts:Insider Activity at Bank of New York MellonIn other Bank of New York Mellon news, EVP J Kevin Mccarthy sold 20,000 shares of the company’s stock in a transaction on Tuesday, July 22nd.
Read Our Latest Report on BKBank of New York Mellon Stock PerformanceShares of Bank of New York Mellon stock opened at $109.58 on Monday.
Bank of New York Mellon Profile(Free Report)The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally.",ETF Daily News,2025-09-29T08:28:57Z,https://www.etfdailynews.com/2025/09/29/state-of-alaska-department-of-revenue-sells-3755-shares-of-the-bank-of-new-york-mellon-corporation-bk/,2025-09-30 16:33:52.295935
Dakota Wealth Management Purchases New Shares in Credo Technology Group Holding Ltd. $CRDO,"Get Credo Technology Group alerts:Insider Transactions at Credo Technology GroupIn other Credo Technology Group news, CTO Chi Fung Cheng sold 55,000 shares of the business’s stock in a transaction dated Monday, July 7th.
As a group, sell-side analysts anticipate that Credo Technology Group Holding Ltd. will post 0.13 EPS for the current year.
About Credo Technology Group(Free Report)Credo Technology Group Holding Ltd provides various high-speed connectivity Credo Technology Group Holding Ltd provides various high-speed connectivity solutions for optical and electrical Ethernet applications in the United States, Taiwan, Mainland China, Hong Kong, and internationally.
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Credo Technology Group Holding Ltd. (NASDAQ:CRDO – Free Report).
Receive News & Ratings for Credo Technology Group Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Credo Technology Group and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-29T08:28:57Z,https://www.etfdailynews.com/2025/09/29/dakota-wealth-management-purchases-new-shares-in-credo-technology-group-holding-ltd-crdo/,2025-09-30 16:33:53.453476
"MetLife, Inc. $MET Shares Bought by Dakota Wealth Management","Dakota Wealth Management boosted its holdings in shares of MetLife, Inc. (NYSE:MET – Free Report) by 18.6% during the second quarter, Holdings Channel.com reports.
Dakota Wealth Management’s holdings in MetLife were worth $479,000 as of its most recent SEC filing.
Abound Wealth Management lifted its holdings in MetLife by 652.3% during the 2nd quarter.
Abound Wealth Management now owns 489 shares of the financial services provider’s stock worth $39,000 after buying an additional 424 shares in the last quarter.
It operates through six segments: Retirement and Income Solutions; Group Benefits; Asia; Latin America; Europe, the Middle East and Africa; and MetLife Holdings.",ETF Daily News,2025-09-29T08:28:53Z,https://www.etfdailynews.com/2025/09/29/metlife-inc-met-shares-bought-by-dakota-wealth-management/,2025-09-30 16:33:54.060122
"7,100 Shares in Hims & Hers Health, Inc. $HIMS Acquired by Dakota Wealth Management","The firm acquired 7,100 shares of the company’s stock, valued at approximately $354,000.
BIT Capital GmbH now owns 1,642,493 shares of the company’s stock worth $48,536,000 after acquiring an additional 112,949 shares during the last quarter.
Get Hims & Hers Health alerts:Insider Buying and SellingIn other news, insider Patrick Harrison Carroll sold 10,021 shares of Hims & Hers Health stock in a transaction that occurred on Wednesday, September 17th.
Also, CFO Oluyemi Okupe sold 23,584 shares of Hims & Hers Health stock in a transaction that occurred on Monday, September 22nd.
Hims & Hers Health Price PerformanceNYSE HIMS opened at $58.35 on Monday.",ETF Daily News,2025-09-29T08:28:49Z,https://www.etfdailynews.com/2025/09/29/7100-shares-in-hims-hers-health-inc-hims-acquired-by-dakota-wealth-management/,2025-09-30 16:33:55.191376
"Karwa Chauth 2025 Date: Check shubh muhurat, rituals and significance for married women","SynopsisKarwa Chauth Date 2025: Karwa Chauth 2025 will be observed on October 10th, with married women fasting without water for their husbands' long lives and marital happiness.
The auspicious puja time is from 5:16 PM to 6:29 PM, and the fast concludes after moonrise at 7:42 PM.
The day begins with Sargi, a pre-dawn meal from the mother-in-law.",The Times of India,2025-09-29T08:28:14Z,https://economictimes.indiatimes.com/news/new-updates/karwa-chauth-2025-date-in-india-october-9th-or-10th-know-correct-date/articleshow/124208934.cms,2025-09-30 16:33:55.498865
dentalcorp (TSE:DNTL) Stock Price Up 31.8% – Should You Buy?,"dentalcorp Holdings Ltd. (TSE:DNTL – Get Free Report)’s share price was up 31.8% during mid-day trading on Saturday .
The company traded as high as C$10.95 and last traded at C$10.91.
Approximately 6,520,779 shares were traded during trading, an increase of 3,267% from the average daily volume of 193,674 shares.
dentalcorp Price PerformanceThe company’s 50-day simple moving average is C$8.20 and its 200 day simple moving average is C$8.24.
Featured StoriesReceive News & Ratings for dentalcorp Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for dentalcorp and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-29T08:22:45Z,https://www.etfdailynews.com/2025/09/29/dentalcorp-tsedntl-stock-price-up-31-8-should-you-buy/,2025-09-30 16:33:56.618744
